,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Status,Sold Amount,Time Sold,Beds,Bath,Living Area,Lot Size,ZEstimate,Docket Count,Day Count,Place in Line,Court Year,Status Binary,Association Binary,Defendant Count,Previous Auctions
1870,2020-03-03,1250072,190855.94,83364.00,HIDDEN,Sold to Plaintiff,170000.00,09:02 AM,4.0,2.0,1462.0,10650.0,232712,143.0,8,2,2014,1.0,0.0,45.0,1.0
1871,2020-03-03,1249564,120764.44,74600.00,HIDDEN,Sold to Plaintiff,57100.00,09:11 AM,1.0,1.0,830.0,0.0,85015,107.0,8,5,2018,1.0,1.0,8.0,1.0
1872,2020-03-03,1245404,203614.23,280125.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1812.0,8625.0,431343,94.0,8,3,2018,0.0,0.0,5.0,1.0
1873,2020-03-03,1248017,226628.61,85915.00,HIDDEN,Canceled per Order,,,3.0,2.0,1061.0,2475.0,275772,71.0,8,4,2018,0.0,1.0,4.0,5.0
1874,2020-03-02,1251271,153380.82,119139.00,164804.89,Canceled per Bankruptcy,,,2.0,1.0,1468.0,8268.0,302160,95.0,59,35,2018,0.0,0.0,5.0,3.0
1875,2020-03-02,1251488,655988.29,233652.00,406500.00,Canceled per Bankruptcy,,,2.0,2.0,1873.0,16250.0,783585,76.0,59,16,2017,0.0,1.0,4.0,1.0
1876,2020-03-02,1251484,421814.81,158431.00,HIDDEN,Sold to 3rd Party,309600.00,09:54 AM,3.0,2.0,1940.0,3418.0,404418,69.0,59,25,2018,1.0,1.0,3.0,1.0
1877,2020-03-02,1249363,1066091.26,2158747.00,HIDDEN,Canceled per Order,,,7.0,6.0,4175.0,8470.0,2750999,52.0,59,29,2018,0.0,0.0,3.0,1.0
1878,2020-03-02,1247295,261843.84,165439.00,HIDDEN,Sold to Plaintiff,242100.00,09:56 AM,3.0,2.0,1165.0,5000.0,293106,104.0,59,26,2018,1.0,0.0,8.0,2.0
1879,2020-03-02,1240185,184290.88,62791.00,HIDDEN,Canceled per Order,,,4.0,2.0,1200.0,7500.0,286532,75.0,59,24,2018,0.0,0.0,2.0,2.0
1880,2020-03-02,1239588,190510.64,5364051.00,190510.64,Canceled per Order,,,5.0,6.0,6300.0,0.0,0,115.0,59,15,2017,0.0,1.0,3.0,3.0
1881,2020-03-02,1247536,539971.59,153513.00,HIDDEN,Sold to 3rd Party,250100.00,09:52 AM,3.0,2.0,1878.0,7500.0,360019,93.0,59,23,2018,1.0,1.0,5.0,2.0
1882,2020-03-02,1239713,312642.46,109148.00,HIDDEN,Canceled per Order,,,3.0,1.0,988.0,3700.0,0,100.0,59,27,2018,0.0,1.0,2.0,3.0
1883,2020-03-02,1243341,269348.73,92231.00,HIDDEN,Canceled per Order,,,3.0,1.0,2000.0,7600.0,275109,59.0,59,10,2017,0.0,0.0,5.0,2.0
1884,2020-03-02,1243893,233188.45,166548.00,HIDDEN,Sold to Plaintiff,173100.00,09:33 AM,2.0,2.0,1346.0,0.0,0,168.0,59,11,2017,1.0,1.0,11.0,1.0
1885,2020-03-02,1245673,433766.14,245695.00,276494.55,Sold to 3rd Party,366600.00,09:44 AM,4.0,2.0,2023.0,8480.0,446959,112.0,59,12,2017,1.0,1.0,6.0,4.0
1886,2020-03-02,1245247,277959.52,99330.00,HIDDEN,Canceled per County,,,3.0,1.0,1188.0,7400.0,278088,77.0,59,13,2017,0.0,1.0,4.0,2.0
1887,2020-03-02,1238038,350871.23,257561.00,HIDDEN,Sold to Plaintiff,296100.00,09:58 AM,4.0,2.0,1505.0,18159.0,375093,92.0,59,28,2018,1.0,0.0,8.0,1.0
1888,2020-03-02,1251485,61549.45,74750.00,HIDDEN,Sold to 3rd Party,75100.00,10:41 AM,2.0,1.0,1085.0,0.0,116668,69.0,59,45,2019,1.0,1.0,3.0,1.0
1889,2020-03-02,1249223,129912.46,131710.00,HIDDEN,Sold to 3rd Party,138100.00,09:46 AM,0.0,0.0,904.0,0.0,196936,115.0,59,19,2018,1.0,1.0,9.0,4.0
1890,2020-03-02,1250210,154106.91,78197.00,HIDDEN,Sold to 3rd Party,156700.00,10:28 AM,3.0,2.0,1478.0,0.0,227014,62.0,59,39,2019,1.0,1.0,7.0,1.0
1891,2020-03-02,1251277,515465.05,405486.00,479000.00,Sold to Plaintiff,69100.00,09:45 AM,3.0,2.0,2089.0,6950.0,591338,106.0,59,18,2018,1.0,0.0,6.0,2.0
1892,2020-03-02,1250833,329101.40,241641.00,HIDDEN,Sold to 3rd Party,289100.00,10:24 AM,3.0,2.0,1381.0,7500.0,326199,95.0,59,37,2018,1.0,0.0,3.0,1.0
1893,2020-03-02,1251486,79267.35,75489.00,80170.08,Sold to 3rd Party,148200.00,10:33 AM,2.0,2.0,750.0,0.0,0,78.0,59,40,2019,1.0,1.0,2.0,1.0
1894,2020-03-02,1239751,522739.14,130585.00,352750.00,Sold to Plaintiff,3800.00,10:34 AM,2.0,2.0,1612.0,3800.0,402034,85.0,59,41,2019,1.0,0.0,2.0,1.0
1895,2020-03-02,1247313,182402.69,117000.00,HIDDEN,Sold to Plaintiff,138900.00,10:37 AM,2.0,2.0,925.0,0.0,165081,69.0,59,42,2019,1.0,1.0,5.0,1.0
1896,2020-03-02,1239887,276390.72,141124.00,HIDDEN,Canceled per Bankruptcy,,,4.0,2.0,1273.0,3525.0,351975,57.0,59,38,2018,0.0,0.0,4.0,1.0
1897,2020-03-02,1243904,106938.82,91000.00,HIDDEN,Sold to Plaintiff,90100.00,10:22 AM,1.0,1.0,812.0,0.0,0,104.0,59,36,2018,1.0,1.0,6.0,1.0
1898,2020-03-02,1251689,167485.93,121803.00,HIDDEN,Canceled per Bankruptcy,,,2.0,2.0,1050.0,4500.0,250089,55.0,59,43,2019,0.0,0.0,2.0,1.0
1899,2020-03-02,1250243,598750.70,533321.00,HIDDEN,Sold to Plaintiff,400100.00,09:28 AM,4.0,3.0,3349.0,8625.0,601547,214.0,59,9,2017,1.0,0.0,1.0,12.0
1900,2020-03-02,1243905,205834.32,158858.00,HIDDEN,Canceled per Order,,,2.0,1.0,1012.0,0.0,230470,124.0,59,17,2018,0.0,1.0,6.0,1.0
1901,2020-03-02,1251613,396302.75,267826.00,HIDDEN,Sold to 3rd Party,303900.00,09:25 AM,3.0,2.0,1222.0,9020.0,419130,176.0,59,7,2016,1.0,0.0,9.0,1.0
1902,2020-03-02,1240144,307087.02,217001.00,HIDDEN,Sold to Plaintiff,242300.00,09:27 AM,3.0,2.0,1754.0,2200.0,297617,141.0,59,8,2016,1.0,1.0,3.0,2.0
1903,2020-03-02,1251472,275301.69,218717.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1146.0,2977.0,343142,328.0,59,1,2009,0.0,0.0,8.0,15.0
1904,2020-03-02,1249824,97971.34,67678.00,HIDDEN,Sold to 3rd Party,138100.00,09:50 AM,1.0,1.0,950.0,8880.0,221469,158.0,59,21,2018,1.0,0.0,9.0,1.0
1905,2020-03-02,1250835,144306.04,367195.00,HIDDEN,Sold to Plaintiff,145100.00,10:57 AM,2.0,2.0,1552.0,0.0,411950,48.0,59,59,2019,1.0,1.0,1.0,1.0
1906,2020-03-02,1250088,734587.06,711774.00,HIDDEN,Canceled per County,,,5.0,5.0,3690.0,5167.0,0,52.0,59,49,2019,0.0,1.0,3.0,2.0
1908,2020-03-02,1247294,208990.76,295764.00,HIDDEN,Canceled per County,,,4.0,2.0,2071.0,7350.0,470361,58.0,59,53,2019,0.0,0.0,3.0,2.0
1909,2020-03-02,1251216,309125.95,246824.00,HIDDEN,Canceled per Order,,,2.0,1.0,1055.0,11819.34,266834,89.0,59,20,2018,0.0,0.0,10.0,3.0
1911,2020-03-02,1251586,355014.42,262000.00,HIDDEN,Canceled per Bankruptcy,,,1.0,1.0,727.0,0.0,333782,72.0,59,46,2019,0.0,1.0,8.0,1.0
1912,2020-03-02,1235705,1384933.46,1460484.00,HIDDEN,Canceled per County,,,3.0,4.0,2934.0,12507.5,1907642,106.0,59,31,2018,0.0,0.0,5.0,1.0
1913,2020-03-02,1239732,329094.09,242000.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1708.0,1787.0,330494,68.0,59,47,2019,0.0,1.0,6.0,1.0
1914,2020-03-02,1251707,1088950.76,624611.00,HIDDEN,Sold to Plaintiff,560100.00,10:51 AM,5.0,3.0,3720.0,17250.0,830526,41.0,59,56,2019,1.0,1.0,3.0,1.0
1915,2020-03-02,1250044,349980.86,272385.00,HIDDEN,Canceled per Order,,,4.0,2.0,2375.0,6700.0,442337,167.0,59,6,2015,0.0,0.0,8.0,7.0
1916,2020-03-02,1244882,43451.20,98481.00,HIDDEN,Canceled per Order,,,3.0,2.0,1061.0,2996.0,283421,53.0,59,48,2019,0.0,1.0,6.0,3.0
1917,2020-03-02,1250834,6590.97,192970.00,HIDDEN,Other,,,4.0,3.0,1832.0,1921.0,265682,52.0,59,44,2019,,1.0,3.0,1.0
1918,2020-03-02,1250828,265884.79,272900.00,268204.86,Sold to Plaintiff,169100.00,10:48 AM,2.0,2.0,1024.0,0.0,296244,65.0,59,55,2019,1.0,1.0,4.0,1.0
1920,2020-03-02,1251691,69824.93,19174.00,HIDDEN,Sold to 3rd Party,60100.00,10:46 AM,1.0,1.0,836.0,0.0,71908,70.0,59,51,2019,1.0,1.0,15.0,1.0
1921,2020-03-02,1249383,789137.45,419134.00,993097.38,Canceled per Bankruptcy,,,3.0,2.0,2052.0,10835.24,558272,183.0,59,4,2012,0.0,0.0,4.0,12.0
1922,2020-03-02,1250038,550159.78,408000.00,HIDDEN,Sold to Plaintiff,262200.00,10:53 AM,3.0,2.0,1449.0,0.0,529743,48.0,59,57,2019,1.0,1.0,2.0,1.0
1923,2020-03-02,1243729,181073.96,256276.00,HIDDEN,Canceled per Order,,,4.0,2.0,2058.0,18447.0,631123,112.0,59,22,2018,0.0,1.0,12.0,5.0
1924,2020-03-02,1251471,103843.87,80000.00,104529.87,Sold to Plaintiff,72500.00,10:13 AM,1.0,1.0,898.0,0.0,101865,92.0,59,33,2018,1.0,1.0,3.0,1.0
1925,2020-03-02,1251584,61654.14,64882.00,HIDDEN,Sold to 3rd Party,151100.00,10:19 AM,2.0,1.0,1292.0,8400.0,277373,117.0,59,34,2018,1.0,0.0,3.0,1.0
1926,2020-03-02,1250344,1736037.67,1145512.00,HIDDEN,Sold to Plaintiff,1185100.00,09:16 AM,6.0,6.0,5656.0,12500.0,1959485,115.0,59,5,2014,1.0,0.0,11.0,2.0
1928,2020-03-02,1240195,824103.62,1369032.00,HIDDEN,Canceled per Order,,,2.0,2.0,1530.0,0.0,1309176,188.0,59,3,2012,0.0,1.0,10.0,1.0
1929,2020-03-02,1251456,480025.15,287455.00,HIDDEN,Sold to 3rd Party,460100.00,09:09 AM,3.0,2.0,2099.0,10650.0,565719,145.0,59,2,2011,1.0,0.0,3.0,2.0
1930,2020-03-02,1240196,292516.43,273976.00,HIDDEN,Canceled per County,,,3.0,2.0,2462.0,7950.0,346632,95.0,59,14,2017,0.0,0.0,1.0,2.0
1931,2020-03-02,1240154,180038.60,94045.00,HIDDEN,Sold to 3rd Party,218300.00,10:06 AM,4.0,2.0,1593.0,10449.6,308371,108.0,59,30,2018,1.0,0.0,3.0,1.0
1932,2020-03-02,1243947,282307.25,72127.00,HIDDEN,Sold to 3rd Party,219400.00,10:12 AM,3.0,2.0,1192.0,7875.0,279720,76.0,59,32,2018,1.0,0.0,2.0,1.0
1933,2020-02-26,1249188,137232.50,213800.00,HIDDEN,Canceled per Order,,,0.0,1.0,570.0,0.0,276210,65.0,30,28,2019,0.0,1.0,3.0,3.0
1935,2020-02-26,1250100,188155.24,430251.00,336614.50,Canceled per Order,,,4.0,3.0,2489.0,11102.0,538368,246.0,30,1,2007,0.0,0.0,9.0,5.0
1936,2020-02-26,1249189,281889.71,247444.00,HIDDEN,Canceled per County,,,3.0,2.0,2043.0,6945.0,316092,65.0,30,25,2019,0.0,1.0,3.0,3.0
1937,2020-02-26,1249672,462880.87,254548.00,512062.99,Sold to Plaintiff,169100.00,09:12 AM,3.0,1.0,1262.0,6688.0,380909,104.0,30,10,2017,1.0,1.0,2.0,4.0
1938,2020-02-26,1249828,513584.29,142097.00,HIDDEN,Canceled per County,,,2.0,2.0,1456.0,3040.0,252571,164.0,30,8,2016,0.0,0.0,5.0,3.0
1939,2020-02-26,1249457,46435.38,122000.00,HIDDEN,Sold to 3rd Party,66600.00,09:11 AM,1.0,1.0,810.0,0.0,168812,108.0,30,9,2017,1.0,1.0,2.0,4.0
1941,2020-02-26,1247164,240280.47,119539.00,HIDDEN,Canceled per Order,,,3.0,2.0,1298.0,3667.0,327664,123.0,30,19,2018,0.0,0.0,6.0,6.0
1942,2020-02-26,1250800,36510.80,486419.00,HIDDEN,Sold to 3rd Party,37700.00,10:13 AM,2.0,2.0,1239.0,0.0,0,49.0,30,30,2019,1.0,1.0,1.0,1.0
1943,2020-02-26,1250814,206450.53,135000.00,HIDDEN,Sold to 3rd Party,132100.00,10:09 AM,1.0,1.0,608.0,0.0,171920,78.0,30,23,2019,1.0,1.0,4.0,1.0
1944,2020-02-26,1249347,242451.08,118511.00,HIDDEN,Canceled per Bankruptcy,,,2.0,1.0,1100.0,0.0,244231,58.0,30,22,2019,0.0,1.0,3.0,2.0
1945,2020-02-26,1250798,156711.25,108130.00,HIDDEN,Canceled per Order,,,3.0,2.0,1676.0,7500.0,306674,43.0,30,21,2019,0.0,1.0,4.0,1.0
1946,2020-02-26,1249444,286109.61,80705.00,183750.00,Sold to 3rd Party,197600.00,09:17 AM,3.0,2.0,1220.0,8400.0,285496,85.0,30,12,2017,1.0,1.0,2.0,4.0
1947,2020-02-26,1250468,92780.31,463000.00,HIDDEN,Canceled per Order,,,2.0,2.0,2210.0,0.0,737666,174.0,30,11,2017,0.0,1.0,1.0,4.0
1948,2020-02-26,1249417,1072879.77,384788.00,HIDDEN,Canceled per Bankruptcy,,,4.0,3.0,3310.0,27225.0,0,223.0,30,2,2009,0.0,0.0,2.0,6.0
1949,2020-02-26,1239691,416796.87,250368.00,323250.00,Canceled per County,,,4.0,2.0,2016.0,11061.0,450000,104.0,30,18,2018,0.0,1.0,4.0,2.0
1950,2020-02-26,1249981,7354.69,218454.00,HIDDEN,Canceled per Order,,,4.0,3.0,2267.0,6000.0,335814,64.0,30,14,2017,0.0,1.0,2.0,5.0
1951,2020-02-26,1250788,44895.47,107942.00,HIDDEN,Canceled per Order,,,2.0,2.0,1017.0,2750.0,286649,51.0,30,26,2019,0.0,1.0,2.0,2.0
1952,2020-02-26,1249987,422258.78,186703.00,209901.75,Sold to 3rd Party,210000.00,09:05 AM,3.0,2.0,1470.0,0.0,299175,192.0,30,5,2014,1.0,1.0,4.0,8.0
1953,2020-02-26,1249623,822314.29,282818.00,HIDDEN,Sold to 3rd Party,338500.00,09:18 AM,4.0,2.0,2615.0,7322.0,498242,99.0,30,16,2018,1.0,1.0,6.0,3.0
1954,2020-02-26,1239658,590642.82,146715.00,603949.53,Canceled per County,,,3.0,2.0,1300.0,7000.0,396146,76.0,30,13,2017,0.0,1.0,4.0,1.0
1955,2020-02-26,1249803,347661.25,112670.00,HIDDEN,Canceled per County,,,6.0,4.0,1631.0,7500.0,358578,140.0,30,4,2012,0.0,0.0,1.0,2.0
1956,2020-02-26,1249068,63381.24,332774.00,HIDDEN,Canceled per County,,,4.0,2.0,2316.0,13083.0,462643,101.0,30,15,2018,0.0,1.0,11.0,2.0
1957,2020-02-26,1248019,1194662.13,310421.00,HIDDEN,Canceled per Order,,,3.0,3.0,3187.0,9125.0,1007945,287.0,30,3,2011,0.0,0.0,5.0,2.0
1958,2020-02-26,1249169,395597.63,138829.00,349500.00,Sold to Plaintiff,204600.00,09:06 AM,3.0,2.0,1567.0,7500.0,344607,131.0,30,6,2014,1.0,0.0,2.0,3.0
1959,2020-02-26,1239654,317977.99,158283.00,HIDDEN,Canceled per Bankruptcy,,,2.0,2.0,1362.0,0.0,289348,78.0,30,17,2018,0.0,1.0,2.0,2.0
1960,2020-02-26,1250757,230599.48,147093.00,232494.75,Sold to Plaintiff,5500.00,10:10 AM,1.0,2.0,854.0,0.0,263740,72.0,30,27,2019,1.0,0.0,11.0,1.0
1961,2020-02-26,1248805,19116.54,137821.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1834.0,2634.0,323048,55.0,30,29,2019,0.0,1.0,2.0,2.0
1962,2020-02-26,1249418,146058.17,189206.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,2211.0,4000.0,280599,83.0,30,7,2016,0.0,1.0,5.5,3.0
1963,2020-02-25,1238891,526174.48,352672.00,HIDDEN,Canceled per Order,,,4.0,3.0,3123.0,7125.0,524920,74.0,16,10,2019,0.0,0.0,5.0,4.0
1964,2020-02-25,1243944,302531.00,219863.00,HIDDEN,Canceled per Order,,,2.0,1.0,753.0,0.0,270992,50.0,16,13,2019,0.0,1.0,2.0,1.0
1965,2020-02-25,1247480,364923.86,135824.00,HIDDEN,Canceled per Order,,,4.0,2.0,2182.0,8715.0,380709,58.0,16,14,2019,0.0,0.0,4.0,1.0
1966,2020-02-25,1250779,375287.91,410357.00,380012.91,Sold to 3rd Party,386000.00,09:23 AM,3.0,2.0,2104.0,2720.0,530553,69.0,16,15,2019,1.0,1.0,2.0,1.0
1967,2020-02-25,1250774,333994.36,41801.00,HIDDEN,Sold to Plaintiff,44800.00,09:12 AM,2.0,1.0,1085.0,0.0,116668,71.0,16,7,2018,1.0,1.0,6.0,1.0
1968,2020-02-25,1250794,130428.51,91849.00,HIDDEN,Canceled per Order,,,3.0,2.0,1502.0,8175.0,334937,62.0,16,16,2019,0.0,0.0,13.0,2.0
1969,2020-02-25,1243758,1731564.97,754022.00,HIDDEN,Canceled per County,,,5.0,5.0,5718.0,122403.6,1401669,361.0,16,1,2009,0.0,0.0,9.0,1.0
1970,2020-02-25,1250796,197940.94,162400.00,HIDDEN,Canceled per Order,,,4.0,2.0,1716.0,0.0,0,59.0,16,11,2019,0.0,1.0,4.0,2.0
1971,2020-02-25,1239700,179836.79,174567.00,HIDDEN,Sold to Plaintiff,161900.00,09:20 AM,2.0,2.0,1304.0,0.0,203512,58.0,16,9,2019,1.0,1.0,3.0,1.0
1972,2020-02-25,1246061,527229.73,170613.00,714007.20,Canceled per Bankruptcy,,,4.0,2.0,2056.0,7800.0,574251,192.0,16,2,2011,0.0,0.0,2.0,1.0
1973,2020-02-25,1248037,182675.04,260747.00,HIDDEN,Canceled per Order,,,4.0,2.0,1932.0,7008.08,415125,97.0,16,6,2017,0.0,1.0,5.0,4.0
1974,2020-02-25,1248054,283425.37,177822.00,HIDDEN,Sold to Plaintiff,182100.00,09:11 AM,2.0,1.0,1407.0,6752.46,204054,93.0,16,5,2016,1.0,0.0,7.0,4.0
1975,2020-02-25,1243588,231567.05,89071.00,174150.00,Sold to Plaintiff,120100.00,09:01 AM,3.0,1.0,864.0,7800.0,234901,156.0,16,4,2015,1.0,0.0,2.0,2.0
1976,2020-02-25,1250254,398092.95,396732.00,HIDDEN,Canceled per Bankruptcy,,,3.0,1.0,1866.0,8000.0,732555,259.0,16,3,2014,0.0,0.0,7.0,10.0
1977,2020-02-25,1247652,335318.94,100313.00,HIDDEN,Sold to Plaintiff,216000.00,09:22 AM,3.0,2.0,1791.0,6600.0,344362,57.0,16,12,2019,1.0,0.0,7.0,1.0
1978,2020-02-25,1246057,75231.97,87279.00,HIDDEN,Canceled per County,,,2.0,2.0,870.0,0.0,179993,79.0,16,8,2019,0.0,1.0,4.0,2.0
1979,2020-02-24,1238419,542068.66,292406.00,HIDDEN,Canceled per Bankruptcy,,,3.0,1.0,1816.0,7500.0,290148,80.0,56,24,2018,0.0,0.0,7.0,1.0
1980,2020-02-24,1243118,137258.77,199306.00,HIDDEN,Canceled per County,,,3.0,2.0,1898.0,11250.0,434721,113.0,56,19,2017,0.0,0.0,9.0,4.0
1981,2020-02-24,1238401,5554.88,250000.00,HIDDEN,Sold to 3rd Party,50100.00,10:01 AM,3.0,2.0,1683.0,1495.0,330094,77.0,56,20,2017,1.0,1.0,3.0,2.0
1982,2020-02-24,1234509,2418767.35,1313728.00,HIDDEN,Canceled per Order,,,5.0,4.0,3611.0,9200.0,0,102.0,56,25,2018,0.0,1.0,5.0,2.0
1983,2020-02-24,1245306,57425.12,56028.00,HIDDEN,Canceled per Bankruptcy,,,4.0,2.0,1586.0,4314.0,274533,92.0,56,23,2018,0.0,1.0,3.0,7.0
1984,2020-02-24,1249823,237800.28,133944.00,HIDDEN,Canceled per Order,,,4.0,2.0,1651.0,7676.0,284441,132.0,56,9,2016,0.0,1.0,13.0,3.0
1985,2020-02-24,1239708,287342.38,138450.00,171722.06,Sold to 3rd Party,230500.00,09:46 AM,3.0,1.0,1056.0,7800.0,315221,110.0,56,15,2017,1.0,1.0,4.0,1.0
1986,2020-02-24,1248603,1284418.99,383689.00,1380821.17,Canceled per Bankruptcy,,,6.0,4.0,5157.0,8924.0,663630,107.0,56,21,2018,0.0,1.0,6.0,2.0
1987,2020-02-24,1249947,107747.88,114053.00,20048.79,Sold to 3rd Party,41300.00,09:53 AM,2.0,1.0,981.0,0.0,283438,91.0,56,17,2017,1.0,0.0,2.0,2.0
1988,2020-02-24,1242936,200999.20,171289.00,208245.00,Canceled per County,,,2.0,2.0,914.0,0.0,235120,84.0,56,10,2016,0.0,1.0,4.0,2.0
1989,2020-02-24,1238875,715441.73,316000.00,HIDDEN,Sold to Plaintiff,270200.00,09:41 AM,1.0,1.0,896.0,0.0,413989,110.0,56,11,2016,1.0,1.0,3.0,1.0
1990,2020-02-24,1247835,523321.79,132401.00,209790.00,Sold to 3rd Party,260300.00,09:30 AM,3.0,2.0,1652.0,1.0,365172,134.0,56,5,2014,1.0,0.0,1.0,2.0
1991,2020-02-24,1249617,83725.77,143174.00,HIDDEN,Canceled per Bankruptcy,,,2.0,1.0,1934.0,7000.0,258843,153.0,56,16,2017,0.0,0.0,5.0,4.0
1992,2020-02-24,1242923,140286.01,224054.00,HIDDEN,Canceled per Order,,,4.0,2.0,2155.0,7169.0,488837,94.0,56,7,2015,0.0,0.0,4.0,3.0
1994,2020-02-24,1243756,237297.61,67804.00,HIDDEN,Sold to 3rd Party,225100.00,10:14 AM,4.0,2.0,1323.0,8000.0,283725,103.0,56,32,2018,1.0,1.0,3.0,1.0
1995,2020-02-24,1250355,205492.23,212573.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1549.0,16800.0,340654,80.0,56,31,2018,0.0,0.0,10.0,1.0
1996,2020-02-24,1240277,326103.94,125614.00,HIDDEN,Canceled per Order,,,4.0,2.0,1572.0,7051.0,382029,66.0,56,26,2018,0.0,0.0,3.0,2.0
1997,2020-02-24,1243150,34715.54,372429.00,36107.23,Sold to 3rd Party,243100.00,10:29 AM,2.0,2.0,1594.0,0.0,611427,91.0,56,42,2019,1.0,1.0,7.0,2.0
1998,2020-02-24,1238359,214929.14,108902.00,HIDDEN,Canceled per County,,,3.0,2.0,1440.0,5000.0,284378,86.0,56,44,2019,0.0,0.0,8.0,2.0
1999,2020-02-24,1250236,155103.38,41801.00,HIDDEN,Sold to Plaintiff,66200.00,10:34 AM,2.0,1.0,1086.0,0.0,118300,71.0,56,46,2019,1.0,1.0,3.0,1.0
2000,2020-02-24,1250052,416749.95,196297.00,HIDDEN,Sold to Plaintiff,350100.00,10:36 AM,4.0,2.0,2056.0,9075.0,458068,65.0,56,47,2019,1.0,0.0,4.0,1.0
2001,2020-02-24,1249468,80670.28,111111.00,81754.67,Canceled per Bankruptcy,,,3.0,2.0,1220.0,0.0,194297,59.0,56,49,2019,0.0,1.0,6.0,1.0
2002,2020-02-24,1234514,840446.56,281959.00,HIDDEN,Sold to Plaintiff,283100.00,09:36 AM,3.0,1.0,1804.0,12690.0,431126,188.0,56,6,2014,1.0,0.0,15.0,1.0
2003,2020-02-24,1243149,414039.02,191021.00,HIDDEN,Canceled per Order,,,3.0,2.0,1452.0,8250.0,389003,99.0,56,12,2016,0.0,0.0,3.0,3.0
2004,2020-02-24,1248167,390887.37,85972.00,HIDDEN,Canceled per County,,,3.0,2.0,1742.0,10425.0,304795,60.0,56,8,2015,0.0,0.0,1.0,2.0
2006,2020-02-24,1248226,44910.63,133402.00,44910.63,Sold to 3rd Party,45000.00,09:42 AM,4.0,2.0,1846.0,0.0,0,75.0,56,14,2017,1.0,1.0,1.0,4.0
2007,2020-02-24,1249200,259748.37,144000.00,139900.00,Sold to Plaintiff,100.00,09:01 AM,1.0,1.0,1230.0,0.0,181770,163.0,56,2,2011,1.0,1.0,6.0,1.0
2008,2020-02-24,1249595,88149.07,122372.00,HIDDEN,Canceled per County,,,3.0,2.0,1165.0,5000.0,125135,124.0,56,18,2017,0.0,0.0,8.0,2.0
2009,2020-02-24,1249488,192757.71,112251.00,220937.40,Canceled per Order,,,4.0,2.0,1798.0,9188.0,354706,178.0,56,4,2013,0.0,1.0,3.0,6.0
2010,2020-02-24,1249337,271389.99,125560.00,HIDDEN,Canceled per Order,,,2.0,1.0,1199.0,5000.0,0,93.0,56,34,2018,0.0,1.0,11.0,2.0
2011,2020-02-24,1248413,213437.14,215738.00,HIDDEN,Canceled per Order,,,3.0,2.0,1643.0,7500.0,343276,62.0,56,52,2019,0.0,0.0,7.0,2.0
2012,2020-02-24,1250225,214938.20,219937.00,HIDDEN,Canceled per Order,,,3.0,2.0,1668.0,9946.0,0,110.0,56,38,2018,0.0,0.0,1.0,1.0
2013,2020-02-24,1250041,600396.16,250000.00,HIDDEN,Canceled per County,,,3.0,2.0,1683.0,1495.0,328768,60.0,56,39,2019,0.0,1.0,3.0,2.0
2014,2020-02-24,1249364,157106.69,90000.00,120000.00,Sold to Plaintiff,1400.00,10:30 AM,1.0,1.0,768.0,0.0,0,61.0,56,43,2019,1.0,1.0,7.0,1.0
2015,2020-02-24,1248622,106769.40,59139.00,HIDDEN,Canceled per Bankruptcy,,,4.0,2.0,1116.0,5020.0,243969,67.0,56,37,2018,0.0,0.0,4.0,3.0
2016,2020-02-24,1248246,255417.81,135122.00,200250.00,Canceled per County,,,2.0,2.0,1644.0,7500.0,0,43.0,56,27,2018,0.0,1.0,3.0,2.0
2017,2020-02-24,1249179,184844.74,179220.00,HIDDEN,Canceled per Order,,,1.0,1.0,754.0,0.0,246320,66.0,56,48,2019,0.0,1.0,5.0,2.0
2018,2020-02-24,1248569,361431.55,216035.00,383604.10,Canceled per Bankruptcy,,,2.0,1.0,1323.0,4657.0,455138,86.0,56,28,2018,0.0,0.0,3.0,5.0
2020,2020-02-24,1250062,314474.96,134663.00,314474.96,Canceled per Bankruptcy,,,3.0,2.0,1292.0,7425.0,439247,72.0,56,50,2019,0.0,1.0,3.0,2.0
2021,2020-02-24,1250216,325811.90,104437.00,HIDDEN,Canceled per Bankruptcy,,,2.0,1.0,748.0,5739.2,240963,54.0,56,51,2019,0.0,0.0,1.0,1.0
2022,2020-02-24,1240471,1865527.99,1782000.00,HIDDEN,Sold to Plaintiff,1004100.00,10:21 AM,2.0,2.0,2605.0,0.0,2250873,51.0,56,41,2019,1.0,1.0,5.0,1.0
2023,2020-02-24,1241595,136410.82,176330.00,139208.83,Canceled per Order,,,4.0,2.0,1462.0,7500.0,308196,46.0,56,53,2019,0.0,0.0,1.0,2.0
2024,2020-02-24,1248465,410968.46,159352.00,HIDDEN,Canceled per County,,,4.0,3.0,2190.0,7150.0,330604,189.0,56,1,2009,0.0,0.0,4.0,5.0
2025,2020-02-24,1250235,303061.54,94996.00,305000.00,Canceled per Order,,,4.0,2.0,2170.0,10000.0,329109,47.0,56,55,2019,0.0,0.0,2.0,1.0
